code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
952024,国泰君安君得盛债券,0.70%,1000元起购,1.03%,1.72%,--,--,--,1.90%,债券型,17.02亿元（2019-12-31）,2019-09-25,国泰君安资产管理
952009,国泰君安君得鑫混合A,1.50%,1000元起购,5.12%,--,--,--,--,3.96%,混合型,--亿元（--）,2020-01-06,国泰君安资产管理
952004,国泰君安君得明混合,1.00%,1000元起购,4.95%,9.15%,--,--,--,11.60%,混合型,121.61亿元（2019-12-31）,2019-08-30,国泰君安资产管理
910007,东方红启元三年持有混合A,1.50%,1000元起购,6.48%,12.98%,--,--,--,20.97%,混合型,14.26亿元（2019-12-31）,2019-09-26,上海东方证券资产管理
900099,中信证券红利价值B,1.50%,100元起购,11.03%,16.04%,--,--,--,18.94%,混合型,47.44亿元（2019-12-31）,2019-10-22,中信证券
900089,中信证券红利价值C,0.00%,100元起购,10.96%,15.80%,--,--,--,18.62%,混合型,37.59亿元（2019-12-31）,2019-10-22,中信证券
900079,中信证券臻选价值成长混合C,暂停申购,暂停申购,--,--,--,--,--,3.94%,混合型,--亿元（--）,2020-02-18,中信证券
900039,中信证券六个月债券C,0.00%,10000000元起购,0.85%,1.66%,--,--,--,2.51%,债券型,--亿元（--）,2019-08-22,中信证券
900011,中信证券红利价值A,0.00%,100000元起购,10.99%,15.91%,--,--,--,18.75%,混合型,10.13亿元（2019-12-31）,2019-10-22,中信证券
900019,中信证券六个月债券A,0.00%,100元起购,0.83%,1.63%,2.51%,--,--,2.51%,债券型,5.23亿元（2019-12-31）,2019-08-22,中信证券
900003,中信证券臻选价值成长混合A,1.50%,100元起购,--,--,--,--,--,3.69%,混合型,--亿元（--）,2020-02-18,中信证券
872014,广发乾利一年持有期债券C,0.00%,100元起购,0.63%,1.29%,--,--,--,1.31%,债券型,17.73亿元（2019-12-31）,2019-10-31,广发资产管理
872003,广发乾利一年持有期债券,暂停申购,暂停申购,--,--,--,--,--,--,债券型,--亿元（--）,2019-10-31,广发资产管理
870017,广发资管消费精选灵活配置混合,1.00%,100元起购,-0.19%,-1.07%,--,--,--,-1.99%,混合型,15.14亿元（2019-12-31）,2019-11-12,广发资产管理
870008,广发乾利一年持有期债券A,0.50%,100元起购,0.65%,1.36%,--,--,--,1.42%,债券型,10.83亿元（2019-12-31）,2019-10-31,广发资产管理
860005,光大阳光添利债券,0.80%,100元起购,2.72%,--,--,--,--,2.91%,债券型,--亿元（--）,2019-11-26,上海光大证券资产管理
770001,德邦优化混合,0.15%,100元起购,10.71%,16.26%,18.29%,37.67%,43.32%,121.66%,混合型,1.42亿元（2019-12-31）,2012-09-25,德邦基金
762001,国金国鑫发起,0.15%,100元起购,8.92%,13.07%,19.71%,45.06%,18.69%,272.04%,混合型,7.41亿元（2019-12-31）,2012-08-28,国金基金
750007,安信现金管理货币B,0.00%,5000000元起购,0.23%,0.67%,1.33%,2.60%,10.42%,29.42%,货币型,86.77亿元（2019-12-31）,2013-02-05,安信基金
750006,安信现金管理货币A,0.00%,100元起购,0.20%,0.61%,1.20%,2.35%,9.63%,27.24%,货币型,0.64亿元（2019-12-31）,2013-02-05,安信基金
750005,安信平稳增长混合发起A,0.15%,100元起购,1.00%,1.70%,2.04%,7.79%,17.48%,85.60%,混合型,0.09亿元（2019-12-31）,2012-12-18,安信基金
740601,长安货币A,0.00%,100元起购,0.20%,0.58%,1.12%,2.20%,9.52%,27.18%,货币型,0.38亿元（2019-12-31）,2013-01-25,长安基金
740101,长安沪深300非周期,0.15%,100元起购,5.79%,11.07%,13.97%,27.23%,21.83%,87.88%,股票指数,0.53亿元（2019-12-31）,2012-06-25,长安基金
740001,长安宏观策略混合,0.15%,100元起购,7.00%,8.00%,5.74%,4.31%,-12.31%,90.01%,混合型,0.14亿元（2019-12-31）,2012-03-09,长安基金
730103,方正富邦货币B,0.00%,5000000元起购,0.22%,0.65%,1.30%,2.52%,10.70%,30.47%,货币型,6.90亿元（2019-12-31）,2012-12-26,方正富邦基金
730003,方正富邦货币A,0.00%,100元起购,0.20%,0.59%,1.18%,2.28%,9.91%,28.25%,货币型,34.08亿元（2019-12-31）,2012-12-26,方正富邦基金
730002,方正富邦红利精选混合A,0.15%,100元起购,2.05%,6.17%,9.23%,4.16%,10.01%,46.42%,混合型,0.81亿元（2019-12-31）,2012-11-20,方正富邦基金
730001,方正富邦创新动力混合A,0.15%,100元起购,12.80%,31.92%,36.07%,50.63%,35.95%,146.97%,混合型,0.76亿元（2019-12-31）,2011-12-26,方正富邦基金
720003,财通收益增强债券A,0.08%,100元起购,5.38%,8.71%,9.29%,5.15%,10.28%,37.63%,债券型,5.21亿元（2019-12-31）,2012-12-20,财通基金
720002,财通多策略稳健增长债券A,0.08%,100元起购,9.09%,18.64%,17.69%,18.60%,18.96%,48.83%,债券型,0.18亿元（2019-12-31）,2012-07-13,财通基金
720001,财通价值动量混合,0.15%,100元起购,19.07%,48.83%,56.84%,91.06%,117.38%,355.91%,混合型,30.25亿元（2019-12-31）,2011-12-01,财通基金
710502,富安达现金通货币B,0.00%,5000000元起购,0.20%,0.61%,1.24%,2.49%,10.22%,27.75%,货币型,6.82亿元（2019-12-31）,2013-01-29,富安达基金
710501,富安达现金通货币A,0.00%,100元起购,0.18%,0.55%,1.12%,2.24%,9.42%,25.60%,货币型,0.35亿元（2019-12-31）,2013-01-29,富安达基金
710302,富安达增强收益债券C,0.00%,100元起购,10.82%,24.85%,25.02%,26.63%,18.64%,40.16%,债券型,0.56亿元（2019-12-31）,2012-07-25,富安达基金
710301,富安达增强收益债券A,0.08%,100元起购,10.87%,24.99%,25.28%,27.11%,20.06%,44.61%,债券型,0.39亿元（2019-12-31）,2012-07-25,富安达基金
710002,富安达策略精选混合,0.15%,100元起购,10.74%,20.93%,23.03%,37.38%,54.32%,225.71%,混合型,3.66亿元（2019-12-31）,2012-04-25,富安达基金
710001,富安达优势成长混合,0.15%,100元起购,13.13%,19.55%,21.48%,47.42%,43.82%,161.25%,混合型,13.83亿元（2019-12-31）,2011-09-21,富安达基金
700006,平安添利债券C,0.00%,100元起购,0.91%,1.81%,2.80%,4.91%,14.10%,54.61%,债券型,13.63亿元（2019-12-31）,2012-11-27,平安基金
700005,平安添利债券A,0.08%,100元起购,0.93%,1.90%,2.99%,5.34%,15.67%,59.62%,债券型,26.56亿元（2019-12-31）,2012-11-27,平安基金
700004,平安灵活配置混合,0.15%,100元起购,5.93%,7.97%,11.87%,21.69%,32.15%,68.26%,混合型,0.32亿元（2019-12-31）,2012-09-11,平安基金
700003,平安策略先锋混合,0.15%,100元起购,14.34%,39.34%,49.95%,87.09%,69.03%,212.39%,混合型,0.86亿元（2019-12-31）,2012-05-29,平安基金
700002,平安深证300指数增强,0.12%,100元起购,10.88%,23.11%,27.41%,44.15%,30.73%,116.31%,股票指数,0.83亿元（2019-12-31）,2011-12-20,平安基金
700001,平安行业先锋混合,0.15%,1000元起购,5.64%,9.04%,14.72%,29.26%,19.26%,77.58%,混合型,2.21亿元（2019-12-31）,2011-09-20,平安基金
690212,民生加银家盈理财7天B,0.00%,5000000元起购,0.30%,0.77%,1.45%,2.91%,11.49%,26.40%,理财型,50.22亿元（2019-12-31）,2013-02-07,民生加银基金
690210,民生加银现金增利货币B,0.00%,5000000元起购,0.28%,0.68%,1.28%,2.59%,10.76%,29.87%,货币型,8.75亿元（2019-12-31）,2012-12-18,民生加银基金
690206,民生加银信用双利债券C,0.00%,1000元起购,3.99%,8.02%,9.33%,7.09%,5.14%,66.37%,债券型,0.61亿元（2019-12-31）,2012-04-25,民生加银基金
690202,民生增强收益债券C,0.00%,100元起购,2.54%,5.05%,6.22%,14.10%,10.99%,130.68%,债券型,6.21亿元（2019-12-31）,2009-07-21,民生加银基金
690012,民生加银家盈理财7天A,0.00%,100元起购,0.28%,0.72%,1.35%,2.71%,10.77%,27.81%,理财型,7.94亿元（2019-12-31）,2013-02-07,民生加银基金
690010,民生加银现金增利货币A,0.00%,100元起购,0.25%,0.61%,1.16%,2.34%,9.96%,27.65%,货币型,5.85亿元（2019-12-31）,2012-12-18,民生加银基金
690011,民生加银积极成长混合发起式,0.15%,100元起购,11.79%,27.84%,38.80%,59.80%,56.25%,103.90%,混合型,0.44亿元（2019-12-31）,2013-01-31,民生加银基金
690005,民生加银内需增长混合,0.15%,100元起购,4.99%,14.63%,22.62%,53.80%,68.59%,143.78%,混合型,4.85亿元（2019-12-31）,2011-01-28,民生加银基金
690004,民生加银稳健成长混合,0.15%,100元起购,11.86%,20.32%,24.61%,43.18%,60.06%,113.20%,混合型,0.60亿元（2019-12-31）,2010-06-29,民生加银基金
690003,民生加银精选混合,0.15%,100元起购,7.97%,21.32%,16.94%,5.52%,-0.09%,7.00%,混合型,1.14亿元（2019-12-31）,2010-02-03,民生加银基金
690002,民生增强收益债券A,0.08%,100元起购,2.59%,5.21%,6.42%,14.42%,11.69%,139.29%,债券型,9.71亿元（2019-12-31）,2009-07-21,民生加银基金
690001,民生加银品牌蓝筹混合,0.15%,100元起购,6.29%,11.27%,17.17%,39.50%,42.90%,164.97%,混合型,6.68亿元（2019-12-31）,2009-03-27,民生加银基金
688888,浙商聚潮产业成长混合,0.15%,100元起购,3.84%,9.60%,16.15%,22.08%,-5.22%,55.07%,混合型,2.92亿元（2019-12-31）,2011-05-17,浙商基金
686868,浙商聚盈纯债A,0.08%,100元起购,0.94%,1.97%,2.69%,4.15%,17.30%,39.80%,债券型,19.99亿元（2019-12-31）,2012-09-18,浙商基金
675163,西部利得汇盈债券C,0.00%,9999999999999元起购,0.98%,2.05%,2.54%,3.69%,--,8.24%,债券型,1.11亿元（2019-12-31）,2018-03-26,西部利得基金
686869,浙商聚盈纯债C,0.00%,100元起购,0.93%,1.91%,2.61%,3.97%,16.66%,36.55%,债券型,0.01亿元（2019-12-31）,2012-09-18,浙商基金
675161,西部利得汇盈债券A,0.05%,99999999999元起购,0.99%,2.19%,2.71%,3.84%,--,8.52%,债券型,0.00亿元（2019-12-31）,2018-03-26,西部利得基金
675123,西部汇逸债券C,0.00%,100元起购,0.52%,1.39%,2.28%,4.32%,15.69%,15.38%,债券型,0.24亿元（2019-12-31）,2017-02-04,西部利得基金
675121,西部汇逸债券A,0.08%,100元起购,0.53%,1.38%,2.10%,3.88%,9.37%,8.98%,债券型,20.50亿元（2019-12-31）,2017-02-04,西部利得基金
675113,西部利得汇享债券C,0.00%,100元起购,1.82%,3.87%,4.56%,8.92%,--,23.69%,债券型,9.37亿元（2019-12-31）,2017-03-10,西部利得基金
675111,西部利得汇享债券A,0.05%,100元起购,1.82%,3.90%,4.65%,9.18%,--,24.52%,债券型,1.60亿元（2019-12-31）,2017-03-10,西部利得基金
675100,西部利得得尊纯债A,0.05%,100元起购,1.32%,2.74%,3.52%,7.46%,--,16.26%,债券型,4.73亿元（2019-12-31）,2017-03-01,西部利得基金
675091,西部利得祥逸债券A,0.06%,100元起购,0.30%,0.76%,1.28%,-0.72%,--,10.72%,债券型,0.25亿元（2019-12-31）,2017-03-10,西部利得基金
675072,西部利得天添金货币B,0.00%,5000000元起购,0.23%,0.71%,1.42%,2.88%,10.25%,11.14%,货币型,3.58亿元（2019-12-31）,2016-12-05,西部利得基金
675071,西部利得天添金货币A,0.00%,100元起购,0.21%,0.65%,1.30%,2.63%,9.45%,10.28%,货币型,0.05亿元（2019-12-31）,2016-12-05,西部利得基金
675062,西部利得天添富货币B,0.00%,5000000元起购,0.24%,0.72%,1.41%,2.90%,11.45%,12.99%,货币型,231.45亿元（2019-12-31）,2016-09-28,西部利得基金
675061,西部利得天添富货币A,0.00%,100元起购,0.22%,0.66%,1.29%,2.65%,10.64%,12.06%,货币型,1.74亿元（2019-12-31）,2016-09-28,西部利得基金
675093,西部利得祥逸债券C,0.00%,100元起购,0.30%,0.73%,1.25%,0.58%,--,4.46%,债券型,0.25亿元（2019-12-31）,2017-03-10,西部利得基金
675081,西部利得祥盈债券A,0.06%,100元起购,4.25%,10.80%,10.60%,15.92%,32.70%,31.70%,债券型,0.36亿元（2019-12-31）,2016-11-17,西部利得基金
675053,西部利得合赢债券C,0.00%,100元起购,0.53%,1.20%,1.77%,-1.41%,8.03%,8.68%,债券型,4.01亿元（2019-12-31）,2016-09-09,西部利得基金
675083,西部利得祥盈债券C,0.00%,100元起购,4.24%,10.78%,10.51%,15.42%,28.56%,27.31%,债券型,0.35亿元（2019-12-31）,2016-11-17,西部利得基金
675043,西部利得合享C,0.00%,100元起购,0.92%,2.13%,2.97%,4.79%,30.00%,30.77%,债券型,0.56亿元（2019-12-31）,2016-08-25,西部利得基金
675041,西部利得合享A,0.08%,100元起购,0.93%,2.14%,3.01%,4.82%,16.12%,16.82%,债券型,34.22亿元（2019-12-31）,2016-08-25,西部利得基金
675032,西部利得天添鑫货币B,0.00%,5000000元起购,0.23%,0.71%,1.41%,2.83%,10.55%,12.57%,货币型,1.80亿元（2019-12-31）,2016-06-23,西部利得基金
675031,西部利得天添鑫货币A,0.00%,100元起购,0.21%,0.65%,1.29%,2.59%,9.76%,11.58%,货币型,4.25亿元（2019-12-31）,2016-06-23,西部利得基金
673120,西部利得新富混合,0.12%,100元起购,7.52%,14.43%,16.77%,20.40%,--,31.60%,混合型,1.68亿元（2019-12-31）,2017-06-16,西部利得基金
675051,西部利得合赢债券A,0.08%,100元起购,0.53%,1.23%,1.80%,0.19%,9.92%,10.66%,债券型,0.00亿元（2019-12-31）,2016-09-09,西部利得基金
673110,西部利得新润混合,0.12%,100元起购,4.63%,13.16%,16.47%,38.39%,--,43.37%,混合型,2.67亿元（2019-12-31）,2017-08-25,西部利得基金
673101,西部利得沪深300指数增强C,0.00%,100元起购,6.10%,15.30%,19.17%,33.30%,--,54.51%,股票指数,1.05亿元（2019-12-31）,2018-12-27,西部利得基金
673100,西部利得沪深300指数增强A,0.08%,100元起购,6.13%,15.45%,19.46%,33.75%,--,58.84%,股票指数,0.36亿元（2019-12-31）,2017-03-21,西部利得基金
673090,西部利得个股精选股票,0.12%,100元起购,3.36%,7.70%,12.24%,40.91%,37.17%,40.35%,股票型,1.27亿元（2019-12-31）,2017-01-23,西部利得基金
673083,西部利得祥运混合C,0.00%,100元起购,1.01%,1.81%,3.31%,3.69%,1.16%,2.03%,混合型,2.83亿元（2019-12-31）,2016-12-05,西部利得基金
673081,西部利得祥运混合A,0.08%,100元起购,1.06%,1.94%,3.60%,4.09%,21.71%,22.88%,混合型,0.55亿元（2019-12-31）,2016-12-05,西部利得基金
673073,西部利得新动力混合C,0.00%,100元起购,6.40%,10.86%,12.53%,21.14%,31.93%,32.88%,混合型,1.55亿元（2019-12-31）,2016-11-17,西部利得基金
673071,西部利得新动力混合A,0.12%,100元起购,6.41%,10.92%,12.66%,21.39%,32.76%,62.82%,混合型,0.15亿元（2019-12-31）,2016-11-17,西部利得基金
673060,西部利得景瑞灵活配置混合,0.06%,100元起购,9.21%,12.85%,15.66%,62.25%,50.49%,49.43%,混合型,1.43亿元（2019-12-31）,2016-08-25,西部利得基金
673050,西部利得新盈混合,0.12%,100元起购,8.21%,14.93%,18.66%,20.00%,25.05%,27.80%,混合型,2.13亿元（2019-12-31）,2016-01-22,西部利得基金
673043,西部利得行业主题优选混合C,0.00%,100元起购,7.43%,13.48%,14.71%,23.25%,32.45%,38.53%,混合型,3.03亿元（2019-12-31）,2016-05-25,西部利得基金
673040,西部利得行业主题优选混合A,0.12%,100元起购,7.40%,13.47%,14.76%,23.31%,32.99%,40.70%,混合型,0.47亿元（2019-12-31）,2016-03-11,西部利得基金
673030,西部利得多策略优选混合,0.00%,100元起购,8.29%,12.86%,10.46%,25.04%,35.99%,41.42%,混合型,1.29亿元（2019-12-31）,2015-07-27,西部利得基金
673020,西部利得成长精选混合,0.00%,100元起购,10.06%,26.32%,29.57%,36.86%,46.98%,41.10%,混合型,0.06亿元（2019-12-31）,2015-06-02,西部利得基金
673010,西部利得新动向混合,0.15%,100元起购,4.03%,10.78%,12.23%,20.52%,15.03%,73.62%,混合型,2.71亿元（2019-12-31）,2011-08-18,西部利得基金
671030,西部利得事件驱动股票,0.15%,100元起购,6.39%,8.96%,12.64%,31.98%,--,44.58%,股票型,0.25亿元（2019-12-31）,2018-09-26,西部利得基金
671010,西部利得策略优选混合,0.15%,100元起购,3.51%,10.45%,12.18%,20.53%,16.20%,0.40%,混合型,2.81亿元（2019-12-31）,2011-01-25,西部利得基金
660116,农银7天理财债券B,0.00%,5000000元起购,0.05%,0.42%,1.24%,3.11%,10.91%,27.83%,理财型,0.00亿元（2019-06-30）,2013-02-05,农银汇理基金
660109,农银增强收益债券C,0.00%,100元起购,1.62%,4.10%,4.49%,6.64%,13.83%,69.82%,债券型,0.22亿元（2019-12-31）,2011-07-01,农银汇理基金
660107,农银货币B,0.00%,5000000元起购,0.23%,0.68%,1.33%,2.69%,10.71%,42.11%,货币型,19.65亿元（2019-12-31）,2010-11-23,农银汇理基金
660102,农银恒久增利债券C,0.00%,100元起购,0.94%,2.07%,2.40%,5.00%,13.90%,56.44%,债券型,0.13亿元（2019-12-31）,2010-10-25,农银汇理基金
660016,农银7天理财债券A,0.00%,100元起购,0.21%,0.63%,1.22%,2.50%,10.29%,28.45%,理财型,3.28亿元（2019-12-31）,2013-02-05,农银汇理基金
660015,农银行业轮动混合,0.15%,100元起购,18.44%,34.89%,43.67%,60.47%,63.64%,355.82%,混合型,2.48亿元（2019-12-31）,2012-11-14,农银汇理基金
660013,农银信用添利债券,0.08%,100元起购,0.71%,2.03%,1.97%,4.53%,12.56%,52.40%,债券型,0.26亿元（2019-12-31）,2012-06-19,农银汇理基金
660012,农银消费主题混合A,0.15%,100元起购,7.61%,19.63%,27.13%,41.79%,27.16%,214.50%,混合型,7.89亿元（2019-12-31）,2012-04-24,农银汇理基金
660011,农银中证500指数,0.15%,100元起购,8.57%,18.08%,18.07%,21.14%,-9.86%,48.03%,股票指数,1.03亿元（2019-12-31）,2011-11-29,农银汇理基金
660007,农银货币A,0.00%,100元起购,0.21%,0.62%,1.21%,2.44%,9.91%,38.99%,货币型,23.92亿元（2019-12-31）,2010-11-23,农银汇理基金
660006,农银大盘蓝筹混合,0.15%,100元起购,6.94%,12.92%,15.56%,28.72%,30.58%,29.74%,混合型,2.31亿元（2019-12-31）,2010-09-01,农银汇理基金
660004,农银策略价值混合,0.15%,100元起购,15.51%,27.35%,33.31%,54.55%,64.59%,176.41%,混合型,3.72亿元（2019-12-31）,2009-09-29,农银汇理基金
660005,农银中小盘混合,0.15%,100元起购,16.07%,29.74%,37.81%,56.29%,37.11%,231.09%,混合型,8.73亿元（2019-12-31）,2010-03-25,农银汇理基金
660003,农银平衡双利混合,0.15%,100元起购,13.28%,24.41%,29.84%,49.46%,61.01%,218.33%,混合型,3.62亿元（2019-12-31）,2009-04-08,农银汇理基金
660002,农银恒久增利债券A,0.08%,100元起购,0.97%,2.16%,2.54%,5.31%,14.94%,82.44%,债券型,1.05亿元（2019-12-31）,2008-12-23,农银汇理基金
660001,农银行业成长混合A,0.15%,100元起购,11.45%,26.85%,33.34%,41.16%,25.39%,320.44%,混合型,20.09亿元（2019-12-31）,2008-08-04,农银汇理基金
650002,英大纯债债券C,0.00%,100元起购,0.93%,1.86%,1.78%,3.63%,13.57%,40.68%,债券型,0.35亿元（2019-12-31）,2013-04-24,英大基金
650001,英大纯债债券A,0.08%,100元起购,0.96%,1.94%,1.92%,3.96%,14.83%,47.21%,债券型,43.94亿元（2019-12-31）,2013-04-24,英大基金
630112,华商现金增利货币B,0.00%,5000000元起购,0.17%,0.54%,1.10%,2.18%,8.97%,25.48%,货币型,5.35亿元（2019-12-31）,2012-12-11,华商基金
630109,华商稳定增利债券C,0.00%,100元起购,5.46%,11.23%,14.48%,18.12%,26.67%,86.58%,债券型,1.67亿元（2019-12-31）,2011-03-15,华商基金
630107,华商稳健双利债券B,0.00%,100元起购,3.00%,8.08%,10.88%,13.19%,15.09%,65.85%,债券型,0.41亿元（2019-12-31）,2010-08-09,华商基金
630103,华商收益增强债券B,0.00%,100元起购,2.04%,0.09%,-0.69%,-1.03%,-9.51%,71.75%,债券型,0.27亿元（2019-12-31）,2009-01-23,华商基金
630016,华商价值共享混合发起式,0.15%,100元起购,15.15%,29.44%,37.23%,64.89%,44.22%,239.76%,混合型,2.61亿元（2019-12-31）,2013-03-18,华商基金
630015,华商大盘量化精选混合,0.15%,100元起购,14.20%,29.54%,33.52%,37.97%,9.49%,149.11%,混合型,5.16亿元（2019-12-31）,2013-04-09,华商基金
630012,华商现金增利货币A,0.00%,100元起购,0.15%,0.48%,0.98%,1.94%,8.19%,23.34%,货币型,0.52亿元（2019-12-31）,2012-12-11,华商基金
630011,华商主题精选混合,0.15%,100元起购,13.68%,30.43%,39.70%,65.42%,-2.59%,167.89%,混合型,6.42亿元（2019-12-31）,2012-05-31,华商基金
630010,华商价值精选混合,0.15%,100元起购,11.73%,22.76%,26.68%,41.98%,14.42%,150.84%,混合型,8.75亿元（2019-12-31）,2011-05-31,华商基金
630009,华商稳定增利债券A,0.08%,100元起购,5.53%,11.31%,14.70%,18.66%,28.34%,94.05%,债券型,2.78亿元（2019-12-31）,2011-03-15,华商基金
630008,华商策略精选混合,0.15%,100元起购,9.55%,20.21%,26.35%,43.13%,43.59%,104.33%,混合型,13.31亿元（2019-12-31）,2010-11-09,华商基金
630007,华商稳健双利债券A,0.08%,100元起购,3.02%,8.13%,11.07%,13.61%,16.52%,72.86%,债券型,0.38亿元（2019-12-31）,2010-08-09,华商基金
630006,华商产业升级混合,0.15%,100元起购,12.00%,19.10%,26.15%,48.44%,27.73%,79.29%,混合型,1.70亿元（2019-12-31）,2010-06-18,华商基金
